LRU,LFU,LRFU,Random,Greedy,CostAwareLRFU
4067.0792320370674,4067.0792320370674,4070.3681686520576,4067.0792320370674,4070.3681686520576,4067.0792320370674
4067.0792320370674,4067.0792320370674,4070.9055941700935,4067.0792320370674,4070.9055941700935,4067.0792320370674
4067.0792320370674,4067.0792320370674,4069.171371281147,4067.0792320370674,4072.9997759461403,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4070.9076367020607,4070.9076367020607,4068.1573891043663,4070.9076367020607,4071.9857937693596,4070.9076367020607
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4070.3681686520576,4067.0792320370674
4070.8386910557747,4070.8386910557747,4067.0792320370674,4070.8386910557747,4070.8386910557747,4070.8386910557747
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4069.171371281147,4067.0792320370674
4070.8386910557747,4070.8386910557747,4070.8386910557747,4070.8386910557747,4074.665053188801,4070.8386910557747
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4070.3681686520576,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.063287317753,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4087.769841492176,4067.0792320370674
4074.077933013439,4068.1573891043663,4072.9997759461403,4068.1573891043663,4074.077933013439,4068.1573891043663
4067.0792320370674,4067.0792320370674,4111.454849541187,4067.0792320370674,4161.80657440424,4067.0792320370674
4076.8261380791664,4069.171371281147,4072.9997759461403,4069.171371281147,4083.824839055538,4069.171371281147
4067.0792320370674,4067.0792320370674,4074.733998835087,4067.0792320370674,4094.768542468548,4067.0792320370674
4067.0792320370674,4067.0792320370674,4074.733998835087,4067.0792320370674,4135.434395611286,4067.0792320370674
4114.612542688847,4114.612542688847,4110.853083670139,4114.612542688847,4117.837138950825,4114.612542688847
4067.0792320370674,4067.0792320370674,4110.917424023151,4067.0792320370674,4142.433096587658,4067.0792320370674
4076.8261380791664,4069.171371281147,4074.733998835087,4069.171371281147,4076.8261380791664,4069.171371281147
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4076.8261380791664,4067.0792320370674
4067.0792320370674,4067.0792320370674,4070.9055941700935,4067.0792320370674,4078.022935450077,4067.0792320370674
4074.077933013439,4068.1573891043663,4072.9997759461403,4068.1573891043663,4074.077933013439,4068.1573891043663
4067.0792320370674,4067.0792320370674,4070.9076367020607,4067.0792320370674,4083.824839055538,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4067.0792320370674,4067.0792320370674,4074.196573317051,4067.0792320370674,4124.4906921982765,4067.0792320370674
4078.022935450077,4070.9076367020607,4070.9076367020607,4070.9076367020607,4081.1932317614555,4070.9076367020607
4074.077933013439,4068.1573891043663,4070.249528348446,4068.1573891043663,4074.077933013439,4068.1573891043663
4076.8261380791664,4069.171371281147,4070.9055941700935,4069.171371281147,4076.8261380791664,4069.171371281147
4067.0792320370674,4067.0792320370674,4118.572190821171,4067.0792320370674,4135.434395611286,4067.0792320370674
4067.0792320370674,4067.0792320370674,4069.171371281147,4067.0792320370674,4074.077933013439,4067.0792320370674
4067.0792320370674,4067.0792320370674,4074.733998835087,4067.0792320370674,4108.382728397846,4067.0792320370674
4067.0792320370674,4067.0792320370674,4069.171371281147,4067.0792320370674,4074.077933013439,4067.0792320370674
4074.077933013439,4068.1573891043663,4074.077933013439,4068.1573891043663,4074.077933013439,4068.1573891043663
4067.0792320370674,4067.0792320370674,4110.917424023151,4067.0792320370674,4161.675330936909,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.077933013439,4067.0792320370674
4067.0792320370674,4067.0792320370674,4068.1573891043663,4067.0792320370674,4074.077933013439,4067.0792320370674
4067.0792320370674,4067.0792320370674,4110.917424023151,4067.0792320370674,4114.14202028513,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4114.7437861561775,4070.9055941700935,4111.454849541187,4070.9055941700935,4114.7437861561775,4070.9055941700935
4067.0792320370674,4067.0792320370674,4072.997733414173,4067.0792320370674,4076.8261380791664,4067.0792320370674
4074.077933013439,4068.1573891043663,4072.9997759461403,4068.1573891043663,4074.077933013439,4068.1573891043663
4067.0792320370674,4067.0792320370674,4069.171371281147,4067.0792320370674,4094.768542468548,4067.0792320370674
4067.0792320370674,4067.0792320370674,4072.9997759461403,4067.0792320370674,4076.8261380791664,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4083.824839055538,4067.0792320370674
4067.0792320370674,4067.0792320370674,4076.2887125611305,4067.0792320370674,4124.4906921982765,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4079.996434390545,4067.0792320370674
4067.0792320370674,4067.0792320370674,4111.387946426868,4067.0792320370674,4121.126075565815,4067.0792320370674
4067.0792320370674,4067.0792320370674,4121.742487132549,4067.0792320370674,4121.742487132549,4067.0792320370674
4074.077933013439,4068.1573891043663,4074.077933013439,4068.1573891043663,4074.077933013439,4068.1573891043663
4067.0792320370674,4067.0792320370674,4076.8261380791664,4067.0792320370674,4076.8261380791664,4067.0792320370674
4114.7437861561775,4070.9055941700935,4114.7437861561775,4070.9055941700935,4114.7437861561775,4070.9055941700935
4067.0792320370674,4067.0792320370674,4074.733998835087,4067.0792320370674,4087.769841492176,4067.0792320370674
4067.0792320370674,4067.0792320370674,4069.171371281147,4067.0792320370674,4083.824839055538,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.077933013439,4067.0792320370674
4067.0792320370674,4067.0792320370674,4072.4603078961372,4067.0792320370674,4094.768542468548,4067.0792320370674
4114.14202028513,4070.3681686520576,4077.419127047062,4070.3681686520576,4161.80657440424,4070.3681686520576
4067.0792320370674,4067.0792320370674,4070.249528348446,4067.0792320370674,4074.077933013439,4067.0792320370674
4114.14202028513,4070.3681686520576,4073.592764914036,4070.3681686520576,4114.14202028513,4070.3681686520576
4067.0792320370674,4067.0792320370674,4071.4463257193565,4067.0792320370674,4121.742487132549,4067.0792320370674
4067.0792320370674,4067.0792320370674,4088.308530509472,4067.0792320370674,4134.7783297896385,4067.0792320370674
4067.0792320370674,4067.0792320370674,4127.663031041622,4067.0792320370674,4134.7783297896385,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4067.0792320370674,4067.0792320370674,4086.1540934443474,4067.0792320370674,4135.910786807537,4067.0792320370674
4120.66433006525,4069.171371281147,4072.9997759461403,4069.171371281147,4120.66433006525,4069.171371281147
4121.727841436863,4121.727841436863,4117.901479303837,4121.727841436863,4124.952437698841,4121.727841436863
4067.0792320370674,4067.0792320370674,4111.454849541187,4067.0792320370674,4163.045983493328,4067.0792320370674
4067.0792320370674,4067.0792320370674,4070.3681686520576,4067.0792320370674,4175.381885111332,4067.0792320370674
4067.0792320370674,4067.0792320370674,4076.8261380791664,4067.0792320370674,4081.1932317614555,4067.0792320370674
4067.0792320370674,4067.0792320370674,4127.648385345936,4067.0792320370674,4189.481239140034,4067.0792320370674
4067.0792320370674,4067.0792320370674,4070.9055941700935,4067.0792320370674,4081.1932317614555,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4067.0792320370674,4067.0792320370674,4110.853083670139,4067.0792320370674,4176.4453964829445,4067.0792320370674
4081.1932317614555,4068.1573891043663,4077.3648270964622,4068.1573891043663,4081.1932317614555,4068.1573891043663
4067.0792320370674,4067.0792320370674,4072.9997759461403,4067.0792320370674,4120.66433006525,4067.0792320370674
4120.66433006525,4069.171371281147,4111.456892073154,4069.171371281147,4120.66433006525,4069.171371281147
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4122.496728122234,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.063287317753,4067.0792320370674
4081.1932317614555,4068.1573891043663,4067.0792320370674,4068.1573891043663,4081.1932317614555,4068.1573891043663
4067.0792320370674,4067.0792320370674,4114.7437861561775,4067.0792320370674,4120.66433006525,4067.0792320370674
4067.0792320370674,4067.0792320370674,4078.022935450077,4067.0792320370674,4133.6370958685875,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4081.1932317614555,4068.1573891043663,4081.1932317614555,4068.1573891043663,4081.1932317614555,4068.1573891043663
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4134.7783297896385,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4121.727841436863,4121.727841436863,4117.901479303837,4121.727841436863,4124.952437698841,4121.727841436863
4121.727841436863,4121.727841436863,4084.4178280234337,4121.727841436863,4135.841841161251,4121.727841436863
4067.0792320370674,4067.0792320370674,4070.9055941700935,4067.0792320370674,4134.7783297896385,4067.0792320370674
4081.1932317614555,4068.1573891043663,4076.2866700291634,4068.1573891043663,4081.1932317614555,4068.1573891043663
4067.0792320370674,4067.0792320370674,4077.9042951464653,4067.0792320370674,4081.1932317614555,4067.0792320370674
4067.0792320370674,4067.0792320370674,4081.114245712757,4067.0792320370674,4176.4453964829445,4067.0792320370674
4121.796787083149,4070.9076367020607,4118.507850468159,4070.9076367020607,4175.381885111332,4070.9076367020607
4121.727841436863,4121.727841436863,4111.456892073154,4121.727841436863,4176.4453964829445,4121.727841436863
4081.1932317614555,4068.1573891043663,4077.9042951464653,4068.1573891043663,4081.1932317614555,4068.1573891043663
4067.0792320370674,4067.0792320370674,4080.1130321621895,4067.0792320370674,4175.381885111332,4067.0792320370674
4120.66433006525,4069.171371281147,4074.196573317051,4069.171371281147,4120.66433006525,4069.171371281147
4120.66433006525,4069.171371281147,4076.2887125611305,4069.171371281147,4120.66433006525,4069.171371281147
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.063287317753,4067.0792320370674
4121.727841436863,4121.727841436863,4072.9308302998543,4121.727841436863,4135.841841161251,4121.727841436863
4067.0792320370674,4067.0792320370674,4074.733998835087,4067.0792320370674,4134.7783297896385,4067.0792320370674
4081.1932317614555,4068.1573891043663,4077.3668696284294,4068.1573891043663,4081.1932317614555,4068.1573891043663
4120.66433006525,4069.171371281147,4110.917424023151,4069.171371281147,4120.66433006525,4069.171371281147
4067.0792320370674,4067.0792320370674,4069.171371281147,4067.0792320370674,4120.66433006525,4067.0792320370674
4067.0792320370674,4067.0792320370674,4113.549031317234,4067.0792320370674,4175.381885111332,4067.0792320370674
4067.0792320370674,4067.0792320370674,4074.1945307850838,4067.0792320370674,4176.4453964829445,4067.0792320370674
4067.0792320370674,4067.0792320370674,4074.665053188801,4067.0792320370674,4176.4453964829445,4067.0792320370674
4120.66433006525,4069.171371281147,4120.66433006525,4069.171371281147,4120.66433006525,4069.171371281147
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4121.727841436863,4121.727841436863,4080.6457658410072,4121.727841436863,4176.4453964829445,4121.727841436863
4067.0792320370674,4067.0792320370674,4081.3118720650673,4067.0792320370674,4135.841841161251,4067.0792320370674
4124.967083394527,4068.1573891043663,4079.5133088231087,4068.1573891043663,4124.967083394527,4068.1573891043663
4124.967083394527,4068.1573891043663,4082.325688779354,4068.1573891043663,4124.967083394527,4068.1573891043663
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4127.648385345936,4127.648385345936,4116.773627579212,4127.648385345936,4185.536236703396,4127.648385345936
4127.648385345936,4127.648385345936,4115.757602870464,4127.648385345936,4185.536236703396,4127.648385345936
4067.0792320370674,4067.0792320370674,4081.178586065769,4067.0792320370674,4130.872981607914,4067.0792320370674
4127.648385345936,4127.648385345936,4067.0792320370674,4127.648385345936,4144.986981332302,4127.648385345936
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4124.967083394527,4067.0792320370674
4124.967083394527,4068.1573891043663,4120.062564194202,4068.1573891043663,4124.967083394527,4068.1573891043663
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4067.0792320370674,4067.0792320370674,4114.676883041859,4067.0792320370674,4130.872981607914,4067.0792320370674
4067.0792320370674,4067.0792320370674,4074.733998835087,4067.0792320370674,4130.872981607914,4067.0792320370674
4124.967083394527,4068.1573891043663,4117.851784646511,4068.1573891043663,4124.967083394527,4068.1573891043663
4067.0792320370674,4067.0792320370674,4164.028007924557,4067.0792320370674,4185.536236703396,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4127.648385345936,4127.648385345936,4074.063287317753,4127.648385345936,4185.536236703396,4127.648385345936
4124.967083394527,4068.1573891043663,4072.997733414173,4068.1573891043663,4124.967083394527,4068.1573891043663
4127.648385345936,4127.648385345936,4110.917424023151,4127.648385345936,4130.872981607914,4127.648385345936
4124.967083394527,4068.1573891043663,4076.7630612254143,4068.1573891043663,4124.967083394527,4068.1573891043663
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4124.967083394527,4068.1573891043663,4113.549031317234,4068.1573891043663,4124.967083394527,4068.1573891043663
4067.0792320370674,4067.0792320370674,4079.101092517376,4067.0792320370674,4185.536236703396,4067.0792320370674
4127.648385345936,4127.648385345936,4072.9308302998543,4127.648385345936,4127.648385345936,4127.648385345936
4127.648385345936,4127.648385345936,4114.612542688847,4127.648385345936,4144.986981332302,4127.648385345936
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.063287317753,4067.0792320370674
4067.0792320370674,4067.0792320370674,4070.8386910557747,4067.0792320370674,4144.986981332302,4067.0792320370674
4067.0792320370674,4067.0792320370674,4127.646342813969,4067.0792320370674,4185.536236703396,4067.0792320370674
4124.967083394527,4068.1573891043663,4124.967083394527,4068.1573891043663,4124.967083394527,4068.1573891043663
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4104.437725961208,4067.0792320370674
4127.648385345936,4127.648385345936,4118.505287706852,4127.648385345936,4130.872981607914,4127.648385345936
4127.648385345936,4127.648385345936,4074.1945307850838,4127.648385345936,4144.986981332302,4127.648385345936
4127.648385345936,4127.648385345936,4114.679445803165,4127.648385345936,4127.648385345936,4127.648385345936
4067.0792320370674,4067.0792320370674,4077.419127047062,4067.0792320370674,4124.967083394527,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.063287317753,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.063287317753,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4078.790860116482,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4104.437725961208,4067.0792320370674
4127.648385345936,4127.648385345936,4109.720626652241,4127.648385345936,4130.872981607914,4127.648385345936
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4124.967083394527,4068.1573891043663,4121.138678729534,4068.1573891043663,4124.967083394527,4068.1573891043663
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4130.872981607914,4067.0792320370674
4127.648385345936,4127.648385345936,4083.810193359852,4127.648385345936,4130.872981607914,4127.648385345936
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674
4067.0792320370674,4067.0792320370674,4123.888926327229,4067.0792320370674,4124.967083394527,4067.0792320370674
4067.0792320370674,4067.0792320370674,4109.720626652241,4067.0792320370674,4185.536236703396,4067.0792320370674
4067.0792320370674,4067.0792320370674,4120.66433006525,4067.0792320370674,4130.872981607914,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4074.063287317753,4067.0792320370674
4067.0792320370674,4067.0792320370674,4067.0792320370674,4067.0792320370674,4078.790860116482,4067.0792320370674
4067.0792320370674,4067.0792320370674,4939.531794816256,4067.0792320370674,4395.315779387951,4067.0792320370674
4070.3038282990456,4070.3038282990456,4070.3038282990456,4070.3038282990456,4070.3038282990456,4070.3038282990456
5409.4451941251755,4070.9076367020607,5162.276544809341,4070.9076367020607,4470.394066512585,4070.9076367020607
4067.0792320370674,4067.0792320370674,4305.688427746296,4067.0792320370674,4512.140119254589,4067.0792320370674
5407.708928704262,4072.9997759461403,6076.769730567932,4072.9997759461403,4470.394066512585,4072.9997759461403
5405.616789460182,4107.628487408161,5926.7105947732925,4107.628487408161,4322.625029027462,4107.628487408161
5409.443151593208,4070.9055941700935,5240.990572273731,4070.9055941700935,4269.602739453316,4070.9055941700935
5407.708928704262,4069.171371281147,5266.722677052021,4069.171371281147,4473.683003127575,4069.171371281147
6747.443283498287,4074.1945307850838,5473.402803838253,4074.1945307850838,4471.588821351528,4074.1945307850838
5446.166044831276,4107.628487408161,5642.127445548773,4107.628487408161,4512.140119254589,4107.628487408161
5408.84138572216,4070.3038282990456,5259.881308019161,4070.3038282990456,4471.524480998516,4070.3038282990456
5406.694946527481,4068.1573891043663,4219.474560290575,4068.1573891043663,4093.102038115263,4068.1573891043663
5409.443151593208,4070.9055941700935,5481.980101853609,4070.9055941700935,4472.128289401531,4070.9055941700935
4068.1573891043663,4068.1573891043663,4658.891346395016,4068.1573891043663,4396.997744858265,4068.1573891043663
5408.905726075172,4070.3681686520576,4988.983619570732,4070.3681686520576,4473.683003127575,4070.3681686520576
4070.9055941700935,4070.9055941700935,4852.965304166079,4070.9055941700935,4469.378041803837,4070.9055941700935
4070.3038282990456,4070.3038282990456,5468.189008831978,4070.3038282990456,4472.604680597782,4070.3038282990456
5405.616789460182,4070.9055941700935,4605.008936792612,4070.9055941700935,4096.928400248289,4070.9055941700935
5409.4451941251755,4070.9076367020607,5315.114019274712,4070.9076367020607,4289.4883951842785,4070.9076367020607
5406.694946527481,4071.9857937693596,5182.239199638367,4071.9857937693596,4270.682939052582,4071.9857937693596
5405.616789460182,4070.9055941700935,6001.1569611132145,4070.9055941700935,4476.49538308382,4070.9055941700935
5408.84138572216,4070.3038282990456,4067.0792320370674,4070.3038282990456,4104.994760215282,4070.3038282990456
5405.616789460182,4071.9837512373924,4895.943517833948,4071.9837512373924,4270.680896520615,4071.9837512373924
5407.708928704262,4069.171371281147,5147.052606225014,4069.171371281147,4267.868516564369,4069.171371281147
5405.616789460182,4069.171371281147,4465.317259609699,4069.171371281147,4085.4707676172256,4069.171371281147
6744.154346883297,4069.171371281147,5187.03692355752,4069.171371281147,4467.64381891489,4069.171371281147
4069.171371281147,4069.171371281147,4539.682161390781,4069.171371281147,4100.1758696734905,4069.171371281147
4070.8386910557747,4070.8386910557747,4427.517838299274,4070.8386910557747,4513.688798725605,4070.8386910557747
5405.616789460182,4067.0792320370674,5356.506536960602,4067.0792320370674,4468.299884736538,4067.0792320370674
5407.708928704262,4069.171371281147,5436.358133196831,4069.171371281147,4287.752129763365,4069.171371281147
4070.3681686520576,4072.4603078961372,4067.0792320370674,4072.4603078961372,4072.4603078961372,4072.4603078961372
5408.905726075172,4070.3681686520576,5076.654514729977,4070.3681686520576,4397.472258985043,4070.3681686520576
6747.443283498287,4073.592764914036,5278.214602440596,4073.592764914036,4472.065212547779,4073.592764914036
6745.232503950596,4071.9837512373924,5341.253982871771,4071.9837512373924,4286.980292856693,4071.9837512373924
5408.905726075172,4070.3681686520576,4839.347754269838,4070.3681686520576,4272.891676068306,4070.3681686520576
4067.0792320370674,4074.733998835087,4067.0792320370674,4074.733998835087,4074.733998835087,4074.733998835087
6744.154346883297,4070.8386910557747,5767.159325361252,4070.8386910557747,4469.311138689518,4070.8386910557747
4070.9055941700935,4070.9055941700935,4369.2752041220665,4070.9055941700935,4469.378041803837,4070.9055941700935
4067.0792320370674,4067.0792320370674,4210.662483990192,4067.0792320370674,4095.2484773099422,4067.0792320370674
4070.3038282990456,4071.3819853663445,4070.3038282990456,4071.3819853663445,4071.3819853663445,4071.3819853663445
5406.694946527481,4071.9857937693596,4492.043014585972,4071.9857937693596,4088.2851901054382,4071.9857937693596
6785.78175932169,4108.70664447546,5638.714162617922,4108.70664447546,4506.100935041904,4108.70664447546
5409.4451941251755,4071.9857937693596,5501.099931508303,4071.9857937693596,4396.997744858265,4071.9857937693596
4067.0792320370674,4072.9997759461403,4069.171371281147,4072.9997759461403,4072.9997759461403,4072.9997759461403
5405.616789460182,4070.9076367020607,4482.373042017221,4070.9076367020607,4088.2851901054382,4070.9076367020607
5405.616789460182,4067.0792320370674,4424.946499019861,4067.0792320370674,4086.6675649881363,4067.0792320370674
5409.443151593208,4074.1301904320717,4929.674778819084,4074.1301904320717,4475.352885663509,4074.1301904320717
5405.616789460182,4070.9055941700935,5214.840079784393,4070.9055941700935,4476.905556857586,4070.9055941700935
5408.84138572216,4070.3038282990456,4429.065221071243,4070.3038282990456,4269.000973582268,4070.3038282990456
5405.616789460182,4071.9837512373924,4937.488492012024,4071.9837512373924,4400.824106991291,4071.9837512373924
5500.2128883600235,4161.675330936909,5459.32747849822,4117.901479303837,4570.013324916363,4117.901479303837
5416.560492873192,4070.9076367020607,4916.007198363543,4070.9076367020607,4276.720080733299,4070.9076367020607
4067.0792320370674,4067.0792320370674,4603.01214915514,4067.0792320370674,4573.839687049389,4067.0792320370674
5415.363695502281,4069.171371281147,5081.200353294611,4069.171371281147,4528.281917870045,4069.171371281147
4067.0792320370674,4070.9076367020607,4070.3681686520576,4070.9076367020607,4078.022935450077,4070.9076367020607
5405.616789460182,4071.4463257193565,4907.439801454544,4071.4463257193565,4455.899578392506,4071.4463257193565
5412.615490436554,4071.9837512373924,4541.939144730568,4071.9837512373924,4158.732492923737,4071.9837512373924
5405.616789460182,4071.9857937693596,5082.208234071732,4071.9857937693596,4293.46568775177,4071.9857937693596
5452.679577708244,4070.3681686520576,5355.16937020421,4070.3681686520576,4579.220762908459,4070.3681686520576
5405.616789460182,4070.9076367020607,5341.294201403856,4070.9076367020607,4532.828686177731,4070.9076367020607
5405.616789460182,4070.3681686520576,5063.665516734123,4070.3681686520576,4345.869523227215,4070.3681686520576
4114.14202028513,4071.4463257193565,4120.062564194202,4071.4463257193565,4121.140721261501,4071.4463257193565
5405.616789460182,4069.171371281147,4840.975439310074,4069.171371281147,4275.523283362389,4069.171371281147
4114.14202028513,4070.3681686520576,4568.766097098589,4070.3681686520576,4572.236707627773,4070.3681686520576
6838.881689250469,4077.483467400074,5301.504232168198,4074.1945307850838,4562.489801585674,4074.1945307850838
5415.363695502281,4069.171371281147,5002.243105709553,4069.171371281147,4401.838089168072,4069.171371281147
5453.150100111961,4118.44094735384,5085.260974287987,4118.44094735384,4340.998998403549,4118.44094735384
4067.0792320370674,4067.0792320370674,4671.8560427725315,4067.0792320370674,4498.232751309872,4067.0792320370674
